"Consumer prices in the major non-Communist industrialized countries rose 1 percent in September after a six-tenths of 1 percent gain in August, the Organization for Economic Cooperation and Development said on Friday. However the year-to-year increase slowed to 12.6 percent from 12.7 percent in August, the fifth consecutive monthly decline. The 24-member organization said the sharpest rises were in retail food prices, especially in North America and Japan, while energy prices were little changed.",1980-11-17 00:00:00,"4fd115278eb7c8105d5caa87","/data/daily/1980/11/17/097454.sgml"
"The dollar pushed higher against the sagging West German mark and most other major currencies in late trading yesterday after the Government reported a sharp gain in the index of leading economic indicators.",1980-10-31 00:00:00,"4fd10ab38eb7c8105d5be015","/data/daily/1980/10/31/051764.sgml"
"At the level of bits and bytes, the most surprising thing about the advance of information technology has been the absence of surprises. Back in 1965 Gordon Moore, co-founder of Intel, predicted that the number of transistors on a chip would henceforth double every 18 to 24 months -- and Moore's Law has worked like digital clockwork ever since. But the translation of bits and bytes into dollars and cents is far harder to predict. And so it is no wonder, or cause for shame, when smart people get the economic impact of technology wrong. For the last few years, the joke has been on those -- including me -- who were skeptical about the economic payoff to information processing. Now, alas, it is the optimists who look foolish. They thought the ''new economy'' would be not only faster-growing but more stable than the old economy. What we've learned in the last few months -- most recently in Monday's grim news from Cisco Systems -- is that they were wrong.",2001-04-18 00:00:00,"4fd205858eb7c8105d76dd1b","http://www.nytimes.com/2001/04/18/opinion/reckonings-chip-of-fools.html"
"LEAD: Almost everyone knows that the greatest depression the U.S. ever had was in the 1930's. It was known as the Great Depression, and its infamy merits a separate section in economics textbooks. But what was its counterpart? When did our greatest economic expansion occur?",1990-01-17 00:00:00,"4fd18d518eb7c8105d691bb1","http://www.nytimes.com/1990/01/17/opinion/the-reagan-boom-greatest-ever.html"
"Columnists for this paper are not allowed to endorse politicians, but I'm going to break that rule just once and come out and say it: I'm a Trent Lott man. Really. I'm for Mr. Lott because he appears intent on holding to the extreme Republican position -- that we pass an across-the-board tax cut that gives away virtually the entire projected budget surplus, and that there be no compromise with the more realistic Clinton proposal. I'm for Mr. Lott because his extremism guarantees a Clinton veto of the whole tax bill, and, given the idiotic debate on this issue, that is the best outcome we could have right now. Because with no new tax bill, just gridlock, nothing changes. Gridlock when you're running a deficit is terrible. But gridlock when you're running a surplus is a blessing. It means the surplus just keeps piling up and goes to paying down the national debt. That reduces government borrowing and lowers interest rates, which means lower mortgage, student loan and credit card payments for everyone -- the best tax cut of all.",1999-08-03 00:00:00,"4fd20f3e8eb7c8105d781bc4","http://www.nytimes.com/1999/08/03/opinion/foreign-affairs-the-dumb-old-party.html"
"Even before the discussions begin at the seven-nation economic summit conference this weekend, President Reagan has given the gathering his personal stamp, taking on an unusually ambitious role as host, chairman, moderator, note-taker and reporter on the proceedings. Already, his aides disclose, his preparations for the meeting in Williamsburg, Va., have drawn him into extensive personal correspondence with the other leaders and prompted him to take six months of tutoring on international economic affairs. The role Mr. Reagan has chosen marks a striking shift for a President whose hallmark has been delegating responsibility to his staff and Cabinet, letting them work out details and negotiate compromises on his behalf, especially in the field of foreign affairs. 'Dear Maggie,' 'Dear Francois' Mr. Reagan, bypassing the corps of diplomats and economic specialists that normally prepare the annual gatherings, has used four rounds of personal correspondence with the leaders of Britain, Canada, France, West Germany, Italy, Japan and the European Common Market to work out the arrangements and themes for their discussions in Colonial Williamsburg, according to White House officials.",1983-05-26 00:00:00,"4fd133a98eb7c8105d60362c","http://www.nytimes.com/1983/05/26/business/reagan-plans-amibitious-role-as-summit-host.html"
"A FEW weeks ago, the editors of Vogue responded to the unfolding global economic crisis with a gesture that was both practical and, for Vogue, magnanimous: a gift guide for its December issue in which all of the featured goodies cost less than $500. A price threshold of $500 will likely have novelty appeal to longtime readers of fashion glossies like Vogue, Harper's Bazaar and Elle, who have become numb to the ever-inflating and sometimes inexplicable prices of luxury goods. A Marc Jacobs handbag costs $1,095. A Derek Lam trench is $2,490. A Chanel jumpsuit costs $8,820. And for some items, the magazines don't even bother listing the prices, the presumption being that, really, if you have to ask. ...",2008-11-06 00:00:00,"4fd26ba78eb7c8105d824219","http://www.nytimes.com/2008/11/06/fashion/06PRICE.html"
"The economy is suffering the worst recession since 1937. Washington has practiced overkill in the war against inflation. Yet policymakers are paralyzed by memories of recent inflation peaks and the fear of future ones. They are unwilling to ease credit or increase consumer spending power. America is hurting, yet the only policy the Reagan Administration can find is more pain. That policy is wrong; worse, it is unnecessary. Any initiative against recession risks unleashing inflation. But that risk is not as immediate as is commonly believed. The recession has created so much excess capacity that stimulating consumer and business demand could not have much impact on inflation for years to come. That's all the more reason to act, now.",1982-12-05 00:00:00,"4fd124498eb7c8105d5e9216","http://www.nytimes.com/1982/12/05/opinion/stimulate.html"
"Against a backdrop of supply concern, prices of Treasury securities turned sour yesterday after reports on consumer prices and retail sales failed to provide enough evidence of a slowing in economic growth and inflation. Market participants feared the reports did not bode well for another interest rate cut; rather, the Fed could put any cut on hold as long as there is a chance that the economy could pick up steam and raise inflation pressures.",1995-08-12 00:00:00,"4fd2014d8eb7c8105d765648","http://www.nytimes.com/1995/08/12/business/us-bond-prices-fall-on-new-data.html"
"The International Monetary Fund has recommended that Federal Reserve policy makers raise short-term interest rates to stave off inflation, according to a statement released by the fund today. The fund said that many on its 24-member executive board ''cautioned that undue delay in tightening monetary policy could undermine the current expansion by increasing the risk that aggregate demand pressures would build.''",1997-08-05 00:00:00,"4fd1fc5f8eb7c8105d75b6d9","http://www.nytimes.com/1997/08/05/business/imf-wants-federal-reserve-to-increase-short-term-rates.html"
"Consumer confidence rose in September as optimism about job security bolstered the outlook for the rest of the year, the Conference Board said yesterday. The board's index of consumer confidence increased to 141.9 this month from 140.8 in August. The September reading was close to the record 144.7 set in January and matched in May.",2000-09-27 00:00:00,"4fd215308eb7c8105d78e97c","http://www.nytimes.com/2000/09/27/business/consumer-confidence-index-rose-in-september-over-job-security.html"
"There was something odd about Mayor Michael Bloomberg's timing -- when the world was riveted on the results of the presidential election. But New York City's mayor was certainly doing the right thing when he began preparing New Yorkers for the sobering reality of what the Wall Street nightmare will do to the city's budget and public services. Declaring that the bad news from Wall Street will require sacrifices from every New Yorker, Mr. Bloomberg said that to save about $250 million, he wants to eliminate the popular $400 property tax rebate checks that usually reach city homeowners in October.",2008-11-06 00:00:00,"4fd27e088eb7c8105d846195","http://www.nytimes.com/2008/11/06/opinion/06thu4.html"
"LEAD: Industry in the United States operated at its highest rate in nine years last month, the Government reported today, but analysts said the modest growth should allay fears that inflation is rising.",1989-01-19 00:00:00,"4fd199e28eb7c8105d6aa15b","http://www.nytimes.com/1989/01/19/business/industry-operated-at-a-9-year-high-in-december.html"
"BY any measure, the global economy is facing unusually high levels of uncertainty and volatility. But human nature may be impeding our ability to turn the economy around. Fear and anxiety don't bring out the best in anyone. When normally loving spouses are lost in traffic and late for a flight, their conversation is rarely suitable for young ears, even when the children are in the back seat.",2011-10-09 00:00:00,"4fd2b9ef8eb7c8105d8afc29","http://www.nytimes.com/2011/10/09/business/economy/too-much-caution-hinders-a-turnaround.html"
"WASHINGTON -- The House on Thursday approved a $15 billion measure intended to spur job creation by granting tax breaks to businesses that hire workers, as Democrats, bracing for new jobless figures, tried to show that Congress was doing something about stubborn unemployment. Democrats pushed through the measure on a mainly party-line vote of 217 to 201. They characterized the measure, which also funneled an extra $20 billion into road and bridge construction, as just the first step in a broad legislative push to bolster the economy and encourage hiring.",2010-03-05 00:00:00,"4fd27be08eb7c8105d841787","http://www.nytimes.com/2010/03/05/us/politics/05jobs.html"
"Stocks hit five-week highs on Thursday as data on private sector hiring raised optimism about the economy, while oil prices posted their biggest gain in two months on strong fuel demand. The euro rose against the dollar for the first time in three sessions after Jean-Claude Trichet, the European Central Bank president, said the bank would relax rules and keep providing liquidity to struggling Portugal, allaying worries about Europe's debt crisis.",2011-07-08 00:00:00,"4fd2a3768eb7c8105d888af4","http://www.nytimes.com/2011/07/08/business/stock-market-activity.html"
"The Federal Reserve warned banks today to keep up their lending standards as the boom in the economy will not last forever. ''This is a critical time for banks to maintain their lending discipline,'' the Fed said. ''Banks should resist any tendency to assume in evaluating credits that the unusually favorable economic environment of the last few years will continue indefinitely.''",1998-07-01 00:00:00,"4fd1ee1d8eb7c8105d741524","http://www.nytimes.com/1998/07/01/business/fed-extends-alert-on-bank-lending-standards.html"
"Sales of new homes surged in April by the biggest jump in 14 years, but the median price of a new home dropped by the largest amount on record. The mixed signals left no clear picture of whether the worst of the nation's housing slump was over. The Commerce Department reported that sales of new single-family homes jumped by 16.2 percent in April, to a seasonally adjusted annual rate of 981,000 units. That was far better than the tiny 0.2 percent gain that economists had been expecting.",2007-05-25 00:00:00,"4fd25d098eb7c8105d80b15f","http://www.nytimes.com/2007/05/25/business/25econ.html"
"IF a bad economy can break a president, then this is not the moment to become president of the United States. The economy is clearly faltering, on all fronts. What we are experiencing is no brief dip, to be followed soon by a fresh surge of activity. America faces a dry period -- long enough, perhaps, to taint the next chief of state, whether he is Al Gore or George W. Bush. There is plenty of political baggage in a slowdown at this moment. Bill Clinton took office in 1993 just as the economy was finally growing stronger. If George Bush had been re-elected, the upturn probably would have happened anyway. Instead, he received the blame for the slow growth years that preceded the Clinton administration, and now his son vies for the presidency just as the economy slows again.",2000-12-03 00:00:00,"4fd20f088eb7c8105d7813c1","http://www.nytimes.com/2000/12/03/business/economic-view-unfortunate-timing-no-matter-who-wins.html"
"A former winery worker was convicted of six counts of first-degree murder today for a killing spree last year that left seven people dead, including his wife and two young daughters. The 29-year-old defendant, Ramon Salcido, was found guilty of second-degree murder in the seventh slaying.",1990-10-31 00:00:00,"4fd1a5158eb7c8105d6bd8e7","http://www.nytimes.com/1990/10/31/us/ex-winery-worker-guilty-in-7-deaths.html"
"Attacking corporate behavior in what he called the nation's ""quiet depression,"" Senator Edward M. Kennedy said today that the Government should use tax breaks and penalties to encourage companies to look out for their workers. The Senator, a Massachusetts Democrat, also proposed expanding antitrust laws to bar mergers that harmed communities and workers, broadening labor laws to protect temporary workers, and barring Government contracts to companies that repeatedly violated their workers' rights.",1996-02-09 00:00:00,"4fd2063b8eb7c8105d76f242","http://www.nytimes.com/1996/02/09/us/help-companies-that-treat-workers-well-kennedy-says.html"
"I CAN imagine the Treasury secretary's face turning pale as he is told by the attorney general that one of the financial institutions on government life support has been indicted by a grand jury. Worse, I can imagine the attorney general facing not too subtle pressure from the president's economic team to go easy on such companies.",2009-05-05 00:00:00,"4fd28a988eb7c8105d85d681","http://www.nytimes.com/2009/05/05/opinion/05ashcroft.html"
"Analysts from both parties say the budget surplus for the next decade has shrunk to less than a third of what was projected a year ago, setting up an especially intense partisan battle over taxes and spending in the midst of an election-year recession. As the Bush administration and Congress prepare to debate a new round of budget proposals, the analysts said the government's $2 trillion annual budget was likely to end up tens of billions of dollars or more in the red for each of the next several years before returning to surpluses for the rest of the decade.",2002-01-06 00:00:00,"4fd219638eb7c8105d797599","http://www.nytimes.com/2002/01/06/us/huge-decline-seen-in-budget-surplus-over-next-decade.html"
"Attorney General William French Smith, speaking to the House of Delegates of the American Bar Association, in Chicago. Jan. 25, 1982: For the past year, as Attorney General of the United States, I have gained new insight into the role of lawyers in our society, and the public's understanding of that role. The Attorney General, like all lawyers, represents clients and is the advocate for their interests in the courts. In addition, however, the Attorney General owes another allegiance, as do all lawyers, an allegiance to our Constitution and legal system, to the effective operation of the legal system and to its preservation and improvement. Over the past year, I have often been struck, and sometimes bemused, by the confusion evinced in the press over those two roles. I can personally attest to the accuracy of what is called Knoll's Law of Media Accuracy: ''Everything you read in the newspapers is absolutely true except for the rare story of which you happen to have firsthand knowledge.'' Erwin Knoll is the editor of The Progressive.",1982-02-22 00:00:00,"4fd11c668eb7c8105d5d965f","http://www.nytimes.com/1982/02/22/us/required-reading-smith-on-lawyers.html"
"Business economists meeting here said today that their collective opinion had swung in the last two months to predictions of a recession before the end of 1981. In a computer-assisted survey, taken at the annual convention of the National Association of Business Economists, 53 percent of those who participated said the nation's economy was in a recession now or would be before the end of the year. This attitude is a turnaround from results of the association's written survey, taken in July and August, in which more than 60 percent of the economists said there would not be a recession until after the end of 1982. In that survey, only 25 percent saw a recession before the end of the year.",1981-09-25 00:00:00,"4fd11bf08eb7c8105d5d833a","http://www.nytimes.com/1981/09/25/business/forecasts-swing-to-recession.html"
"To the Editor: ''Hands Out, Even in a Time of Crisis'' (Market Watch, Nov. 4) described the big-business push for special favors after Sept. 11, including a repeal of the corporate alternative minimum tax. But it is no surprise that even in times of national distress, big business acts as if it, not the nation, is the aggrieved party -- and that it seeks preferred treatment in Washington.",2001-11-18 00:00:00,"4fd2298c8eb7c8105d7b34f3","http://www.nytimes.com/2001/11/18/business/l-whose-pain-is-it-anyhow-249700.html"
"THE seized-up United States mortgage market claimed more victims both here and abroad last week. The American Home Mortgage Investment Corporation, once a big lender, closed its doors, laying off more than 6,000 workers. In Germany, IKB Deutsche Industriebank received a $4.8 billion bailout from a government-owned group that said it would cover potential subprime losses at the bank. In a report last week, Charles Peabody, an analyst at Portales Partners, an independent research firm in New York, characterized the state of the mortgage market this way: ''Investors finally realized that there is such a thing as a bad mortgage loan. As a matter of fact, there is such a thing as a whole bunch of bad mortgage loans.''",2007-08-05 00:00:00,"4fd27efd8eb7c8105d848681","http://www.nytimes.com/2007/08/05/business/yourmoney/05gret.html"
"Mike Gain, the co-owner of a property management firm in Seattle, took a step this spring that he had avoided for years: he raised rents. ''We had been afraid to do that,'' Mr. Gain said. ''Over the years, we were actually reducing rents. But we increased rents by 3 to 5 percent and there were absolutely zero repercussions.''",2006-08-19 00:00:00,"4fd2559b8eb7c8105d7fe930","http://www.nytimes.com/2006/08/19/business/19rents.html"
"Bill Clinton's mood was upbeat. The appearance with Gov. Gray Davis and Magic Johnson at the high school in Watts had gone well. Now he adjusted his long legs in the back seat of the limousine and began answering questions about his effort to draw private investors to some of the poorest regions of America. The President contends that there are ''new markets'' to be tapped, and therefore ''money to be made,'' in such chronically distressed areas as Appalachia, the Mississippi Delta, the vast Pine Ridge Indian Reservation in South Dakota and inner-city neighborhoods like Watts.",1999-07-11 00:00:00,"4fd221748eb7c8105d7a6325","http://www.nytimes.com/1999/07/11/opinion/in-america.html"
"Retail sales edged up a scant two-tenths of 1 percent in May while prices at the producer level spurted to their biggest increase in 19 months, Government figures showed today. Both sets of results were seen as disappointments, but analysts said they were mostly concerned about the third straight month of essentially flat sales. Combined with last Friday's report showing the job market was also weak last month, the retail sales report fanned doubts about the sustainability of the economic recovery and appeared to push the Federal Reserve closer to a long-awaited cut in interest rates, which to many people would complement an earlier move by the Fed in April.",1992-06-12 00:00:00,"4fd1db3d8eb7c8105d71b81b","http://www.nytimes.com/1992/06/12/business/producer-prices-up-0.4-retail-sales-rise-0.2.html"
"The nation's business leaders in recent weeks have grown less confident about the economy and about their own prospects, according to a new survey scheduled to be released today. The Conference Board, a business-sponsored research group, said its measure of business confidence declined to 58 on a scale of 100 in the first quarter of this year, down from 63 in the last quarter of 1980.",1981-03-30 00:00:00,"4fd121d78eb7c8105d5e4295","http://www.nytimes.com/1981/03/30/business/confidence-in-economy-lessens.html"
"Stocks failed to extend last week's rally yesterday as oil rose the most this month and inflation concerns spurred investors to sell shares of retailers, the market's best performers in September. Home Depot, the home improvement chain, led the Dow Jones industrial average lower after Credit Suisse cut its rating, citing potential earnings shortfalls because of a housing slowdown.",2006-09-19 00:00:00,"4fd253108eb7c8105d7f95d3","http://www.nytimes.com/2006/09/19/business/19stox.html"
"LEAD: Because of an editing error, the Prospects column last week mistakenly added a phrase to the comments of Edward S. Hyman, vice chairman of C. J. Lawrence, Morgan Grenfell Inc., on the course of inflation. The sentence containing his prediction should have read: ''This means that by late 1990 inflation will be back down to 3 percent.",1989-04-02 00:00:00,"4fd1831d8eb7c8105d68063f","http://www.nytimes.com/1989/04/02/business/c-correction-716089.html"
"Inflation eased, reflecting the pressure on prices of ample supplies of oil. As measured by the Consumer Price Index, the inflation rate in March slowed to a gain of 7.2 percent on an annual basis, the lowest since last summer. In February the increase at an annual rate was 12 percent. Gains in food prices moderated.",1981-04-26 00:00:00,"4fd1187c8eb7c8105d5d046e","http://www.nytimes.com/1981/04/26/business/the-week-in-business-an-easing-in-inflation.html"
"As he prepares to take office, President-elect Barack Obama is relying on a small team of advisers who will lead his transition operation and help choose the members of the Obama administration. Following is part of a series of profiles of potential members of the administration.",2008-11-14 00:00:00,"4fd284038eb7c8105d8525a8","http://www.nytimes.com/2008/11/14/us/politics/14web-froman.html"
"''HOW sweet it is!'' drawled V. Earl Dickinson, a state legislator from Mineral, Va. This November, unlike two years ago, and two years before that, Mr. Dickinson faces no opposition. In fact, in his 26 years in office, he has never seen voters so ''really happy.'' ''I keep on going to the funerals, going to the weddings and showing up at all the different places,'' the 73-year-old Democrat said. ''But the pressure is not there, so I can sit back.''",1997-08-31 00:00:00,"4fd1d5378eb7c8105d712f32","http://www.nytimes.com/1997/08/31/weekinreview/when-good-news-is-bad-for-politics.html"
"Inventories of goods jumped six-tenths of a percent in February, the biggest increase in five months, the Commerce Department reported today. A buildup of unsold goods can herald an economic slowdown, but in this case economists were not concerned. Business sales also posted a strong rise, eight-tenths of a percent, for the best gain in three months.",1998-04-16 00:00:00,"4fd1fb818eb7c8105d759db1","http://www.nytimes.com/1998/04/16/business/rise-in-inventories-is-biggest-in-five-months.html"
"Reporting that the German economy was driving itself out of deep recession, a group of leading economic research institutes significantly increased projections today for economic growth this year and predicted that the output of Europe's largest economy would rise further in 1995. But the forecast of strong growth did not stop the German stock and bond markets from falling. Touched off by fears of renewed inflation in the United States and continuing weakness in the dollar, stocks on the benchmark DAX index fell 2.51 percent and bonds had one of their worst days in weeks.",1994-10-26 00:00:00,"4fd1c70e8eb7c8105d6f852a","http://www.nytimes.com/1994/10/26/business/germans-see-growth-markets-drop-anyway.html"
"Like millions of other homeowners, William D. Compton would like to refinance his mortgage so that he pays less each month for his three-bedroom house in Gulf Breeze, Fla. With the savings, he figures he could afford a few extra movies and restaurant dinners or he could buy a new stove and brakes for his car, purchases he has postponed because finances are so tight. Although he would appear to be a good candidate, Mr. Compton, 57, has been turned down twice for a federal refinancing program aimed at homeowners like him.",2011-11-30 00:00:00,"4fd292e88eb7c8105d86c8ba","http://www.nytimes.com/2011/11/30/business/us-widens-scope-of-mortgage-refinancing-program.html"
"IN my mind, there are two lessons from the Supreme Court's 5-to-4 decision to support President Obama's health care plan: 1) how starved the country is for leadership that puts the nation's interest before partisan politics, which is exactly what Chief Justice John Roberts Jr. did; and 2) the virtue of audacity in politics and thinking big. Let's look at both. It was not surprising to hear liberals extolling the legal creativity and courage of Chief Justice Roberts in finding a way to greenlight Obama's Affordable Care Act. But there is something deeper reflected in that praise, and it even touched some conservatives. It's the feeling that it has been so long since a national leader ''surprised'' us. It's the feeling that it has been so long since a national leader ripped up the polls and not only acted out of political character but did so truly for the good of the country -- as Chief Justice Roberts seemingly did.",2012-06-30 00:00:00,"50007d5f1c22dfde670af04b","http://www.nytimes.com/2012/07/01/opinion/sunday/taking-one-for-the-country.html"
